NR_ADMINISTRATIE,CODE_FUNCTIE,CODE_SOORT,NAAM_VOLLEDIG,full_address,POSTCODE_VEST,NAAM_PLAATS_VEST,PROVINCIE_VEST,location_status,facility_type,years_of_operation,decade_opened,decade_closed,operation_period,DT_IN_BEDRIJF,DT_UIT_BEDRIJF
32CN,U,BAS,De Lindenhoeve,Olgaland 28.0 ,2591JB,'S-GRAVENHAGE,Zuid-Holland,Active,Regular Primary School,1.8,2020s,,2023-04-01 to Present,2023-04-01,
32CB,U,BAS,De Wensboom,Opveld 15.0 ,6715GL,EDE,Gelderland,Closed,Regular Primary School,1.0,2020s,2020s,2023-01-01 to 2024-01-01,2023-01-01,2024-01-01
32BK00,D,VST,De Natuurschuur,Waardpolderhoofdweg 1.0 ,1766EB,WIERINGERWAARD,Noord-Holland,Closed,Primary Branch Location,1.1,2020s,2020s,2023-01-01 to 2024-02-01,2023-01-01,2024-02-01
32BJ,U,BAS,De Zonnestralen,Buizerdhoek 63.0 ,3201SE,SPIJKENISSE,Zuid-Holland,Active,Regular Primary School,2.1,2020s,,2023-01-01 to Present,2023-01-01,
32CE,U,BAS,De Eigenwijze,Van der Hagenstraat 5.0 a,2722NT,ZOETERMEER,Zuid-Holland,Active,Regular Primary School,2.1,2020s,,2023-01-01 to Present,2023-01-01,
32CG,U,BAS,Grond - school voor leven,Westerborkerstraat 16.0 ,9442PN,ELP,Drenthe,Active,Regular Primary School,2.1,2020s,,2023-01-01 to Present,2023-01-01,
32BL,U,BAS,Van Rups tot Vlinder School,Veldbrake 5.0 ,7933PW,PESSE,Drenthe,Closed,Regular Primary School,0.7,2020s,2020s,2022-12-01 to 2023-08-01,2022-12-01,2023-08-01
32BC,U,BAS,Quantum Kids Academy,Maashavenkade 47.0 ,3072ES,ROTTERDAM,Zuid-Holland,Closed,Regular Primary School,1.4,2020s,2020s,2022-12-01 to 2024-05-01,2022-12-01,2024-05-01
32BC,U,BAS,Quantum Kids Academy,Brederode 2.0 ,3155BA,MAASLAND,Zuid-Holland,Closed,Regular Primary School,1.4,2020s,2020s,2022-12-01 to 2024-05-01,2022-12-01,2024-05-01
32AC,U,BAS,Stichting VrijWijs,Korperweg 6.0 ,3084NC,ROTTERDAM,Zuid-Holland,Active,Regular Primary School,2.2,2020s,,2022-11-01 to Present,2022-11-01,
32BE00,D,VST,Polderwijs,Ring 11.0 ,8308AL,NAGELE,Flevoland,Active,Primary Branch Location,2.2,2020s,,2022-11-01 to Present,2022-11-01,
32AD,U,BAS,HIP Laren,Plein 1945 27.0 ,1251MA,LAREN NH,Noord-Holland,Active,Regular Primary School,2.3,2020s,,2022-10-01 to Present,2022-10-01,
32AM,U,BAS,Coöperatieve Learning Community Vovie Deventer,Pekelharingsweg 9.0 ,7414KM,DEVENTER,Overijssel,Closed,Regular Primary School,1.5,2020s,2020s,2022-09-01 to 2024-03-01,2022-09-01,2024-03-01
31ZZ,U,BAS,Renaissanceschool Almere,Scoutingpad 6.0 ,1351GN,ALMERE,Flevoland,Closed,Regular Primary School,1.9,2020s,2020s,2022-09-01 to 2024-08-01,2022-09-01,2024-08-01
31ZJ,U,BAS,Flow Ontwikkelwijs,Waanderweg 68.0 ,7812HZ,EMMEN,Drenthe,Active,Regular Primary School,2.4,2020s,,2022-09-01 to Present,2022-09-01,
31ZX,U,BAS,Valeo,Alard du Hamelstraat 33.0 ,5622CC,EINDHOVEN,Noord-Brabant,Active,Regular Primary School,2.4,2020s,,2022-09-01 to Present,2022-09-01,
32AA,U,BAS,Leergemeenschap Ubuntu,Abtspoelweg 15.0 ,2343JB,OEGSTGEEST,Zuid-Holland,Active,Regular Primary School,2.4,2020s,,2022-09-01 to Present,2022-09-01,
32AA,U,BAS,Leergemeenschap Ubuntu,Spechtlaan 3.0 ,2342EE,OEGSTGEEST,Zuid-Holland,Active,Regular Primary School,2.4,2020s,,2022-09-01 to Present,2022-09-01,
32AB,U,BAS,Vovie Hattem,Apeldoornseweg 1.0 e,8051AA,HATTEM,Gelderland,Active,Regular Primary School,2.4,2020s,,2022-09-01 to Present,2022-09-01,
32AE,U,BAS,4 Elementen Onderwijs,Drafveld 8.0 ,6711VJ,EDE,Gelderland,Active,Regular Primary School,2.4,2020s,,2022-09-01 to Present,2022-09-01,
32AL,U,BAS,Sterrenwijs,Tongerlolaan 29.0 ,5527BC,HAPERT,Noord-Brabant,Active,Regular Primary School,2.4,2020s,,2022-09-01 to Present,2022-09-01,
31ZP,U,BAS,PB ‘t Ateljee,Gebr Bonnemastrjitte 13.0 ,8711LP,WORKUM,Friesland,Active,Regular Primary School,2.4,2020s,,2022-08-30 to Present,2022-08-30,
31ZP,U,BAS,PB ‘t Ateljee,Panwurk 10.0 ,8711BE,WORKUM,Friesland,Active,Regular Primary School,2.4,2020s,,2022-08-30 to Present,2022-08-30,
31ZM00,D,VST,Labyrint,Lageweg 45.0 A,9479PA,NOORDLAREN,Groningen,Active,Primary Branch Location,2.4,2020s,,2022-08-29 to Present,2022-08-29,
31ZH,U,BAS,Wij Leren Samen,Bundersberg 3.0 ,3825RA,AMERSFOORT,Utrecht,Active,Regular Primary School,2.4,2020s,,2022-08-22 to Present,2022-08-22,
31ZH,U,BAS,Wij Leren Samen,Terschellingkade 22.0 ,3826DJ,AMERSFOORT,Utrecht,Active,Regular Primary School,2.4,2020s,,2022-08-22 to Present,2022-08-22,
31ZN,U,BAS,Stichting Bloei,Oudeweg 9.0 ,2811NM,REEUWIJK,Zuid-Holland,Active,Regular Primary School,2.4,2020s,,2022-08-22 to Present,2022-08-22,
31ZR,U,BAS,Natuurlijkwijs,Zaagmolenkade 22.0 bs,3515AC,UTRECHT,Utrecht,Active,Regular Primary School,2.4,2020s,,2022-08-22 to Present,2022-08-22,
32CW,U,BAS,The Fountain International Christian School,Hippolytuslaan 2.0 ,9991AK,MIDDELSTUM,Groningen,Active,Regular Primary School,2.4,2020s,,2022-08-12 to Present,2022-08-12,
15LV01,D,VST,Zuiderkroon,Graaf Dirklaan 2.0 ,3434SZ,NIEUWEGEIN,Utrecht,Closed,Primary Branch Location,1.0,2020s,2020s,2022-08-01 to 2023-08-01,2022-08-01,2023-08-01
00NT10,D,VST,LKO-Kleen4Care,'s-Gravendamseweg 50.0 ,2215TE,VOORHOUT,Zuid-Holland,Active,Primary Branch Location,2.5,2020s,,2022-08-01 to Present,2022-08-01,
01AI07,D,VST,BeO Meidoorn,Aidastraat 91.0 ,3208PA,SPIJKENISSE,Zuid-Holland,Active,Primary Branch Location,2.5,2020s,,2022-08-01 to Present,2022-08-01,
01RE03,D,VST,Hamalandschool HGP,Varsseveldseweg 47.0 ,7131BH,LICHTENVOORDE,Gelderland,Active,Primary Branch Location,2.5,2020s,,2022-08-01 to Present,2022-08-01,
01TQ04,D,VST,Elan Primair,Oud Bussummerweg 76.0 ,1272RX,HUIZEN,Noord-Holland,Active,Primary Branch Location,2.5,2020s,,2022-08-01 to Present,2022-08-01,
01UQ06,D,VST,VSO Venray,Leunseweg 6.0 ,5802CH,VENRAY,Limburg,Active,Primary Branch Location,2.5,2020s,,2022-08-01 to Present,2022-08-01,
02FY07,D,VST,Rooms Katholiek Gymnasium Juvenaat Heilig Hart,Noordzijde Zoom 61.0 ,4613AB,BERGEN OP ZOOM,Noord-Brabant,Active,Primary Branch Location,2.5,2020s,,2022-08-01 to Present,2022-08-01,
02YN34,D,VST,De Ambelt,Groteweg 11.0 ,8191JS,WAPENVELD,Gelderland,Active,Primary Branch Location,2.5,2020s,,2022-08-01 to Present,2022-08-01,
14DC06,D,VST,"VMBO ""De Jutter"" Vlieland",Lutinelaan 3.0 ,8899BD,VLIELAND,Friesland,Active,Primary Branch Location,2.5,2020s,,2022-08-01 to Present,2022-08-01,
18TR13,D,VST,"Onderwijsgr. Zuid-Hollandse Waarden gymnasium, atheneum, havo, mavo, vmbo, lwoo",Sportlaan 14.0 ,2982SN,RIDDERKERK,Zuid-Holland,Active,Primary Branch Location,2.5,2020s,,2022-08-01 to Present,2022-08-01,
18TR13,D,VST,"Onderwijsgr. Zuid-Hollandse Waarden gymnasium, atheneum, havo, mavo, vmbo, lwoo",Sportlaan 16.0 ,2982SN,RIDDERKERK,Zuid-Holland,Active,Primary Branch Location,2.5,2020s,,2022-08-01 to Present,2022-08-01,
18ZJ11,D,VST,De Stip,Slochterwaard 179.0 ,1824KV,ALKMAAR,Noord-Holland,Active,Primary Branch Location,2.5,2020s,,2022-08-01 to Present,2022-08-01,
19SO12,D,VST,W.A. van Liefland,Zuiderweg 70.0 3,9744AP,GRONINGEN,Groningen,Active,Primary Branch Location,2.5,2020s,,2022-08-01 to Present,2022-08-01,
19VD06,D,VST,de Twijn,Sleedoornstraat 1.0 ,8013XE,ZWOLLE,Overijssel,Active,Primary Branch Location,2.5,2020s,,2022-08-01 to Present,2022-08-01,
23HU14,D,VST,De Rede,Zuigerplasdreef 204.0 ,8223EX,LELYSTAD,Flevoland,Active,Primary Branch Location,2.5,2020s,,2022-08-01 to Present,2022-08-01,
23HU15,D,VST,Aurum College,Zuigerplasdreef 198.0 ,8223EX,LELYSTAD,Flevoland,Active,Primary Branch Location,2.5,2020s,,2022-08-01 to Present,2022-08-01,
30JN01,D,VST,Volantcollege voor mavo havo vwo,Schout 1.0 A,1412NA,NAARDEN,Noord-Holland,Active,Primary Branch Location,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31TK00,D,VST,Graaf Engelbrecht voor havo en vwo,Ganzerik 3.0 ,4822RK,BREDA,Noord-Brabant,Active,Primary Branch Location,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31UX,U,BAS,Islamitische Basisschool,President Brandstraat 27.0 -29,1091XD,AMSTERDAM,Noord-Holland,Active,Regular Primary School,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31UY,U,BAS,De Verbeelding,Richard Feynmanstraat 7.0 ,1341DL,ALMERE,Flevoland,Active,Regular Primary School,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31VC,U,BAS,Kindercampus Mokum,J.H. Hisgenpad 394.0 ,1025WK,AMSTERDAM,Noord-Holland,Active,Regular Primary School,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31VD,U,BAS,De Schatkaart,Erich Salomonstraat 432.0 ,1087JA,AMSTERDAM,Noord-Holland,Active,Regular Primary School,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31VD,U,BAS,De Schatkaart,Srefidensiplein 419.0 ,1087VE,AMSTERDAM,Noord-Holland,Active,Regular Primary School,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31VE,U,BAS,IBS Elif Noord,Overslag 1.0 ,1034RR,AMSTERDAM,Noord-Holland,Active,Regular Primary School,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31VF,U,BAS,IKC Cadans Barendrecht,Olmenwede 1.0 ,2993GG,BARENDRECHT,Zuid-Holland,Active,Regular Primary School,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31VG,U,BAS,IKC Cadans Berkel,Westersingel 2.0 ,2651CP,BERKEL EN RODENRIJS,Zuid-Holland,Active,Regular Primary School,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31VH,U,BAS,De Wilgenhoek,Middenpad 1.0 ,1461BW,ZUIDOOSTBEEMSTER,Noord-Holland,Active,Regular Primary School,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31VN,U,BAS,De Nieuwe Draai,Oosterweg 49.0 ,1706BT,HEERHUGOWAARD,Noord-Holland,Active,Regular Primary School,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31VP,U,BAS,Islamitische Basisschool,De Savornin Lohmanstraat 1.0 ,2672BB,NAALDWIJK,Zuid-Holland,Active,Regular Primary School,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31VR,U,BAS,De Baanbreker,Papaverweg 257.0 ,1032KE,AMSTERDAM,Noord-Holland,Active,Regular Primary School,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31VT,U,BAS,De Roos,Gijsbrechtgaarde 110.0 ,7329CA,APELDOORN,Gelderland,Active,Regular Primary School,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31VU,U,BAS,Treehouse Tree of Infinity,Witmolen 1.0 a,2645GE,DELFGAUW,Zuid-Holland,Active,Regular Primary School,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31VV,U,BAS,School van Vrede,Pieter van Damstraat 36.0 ,1335PG,ALMERE,Flevoland,Active,Regular Primary School,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31VW,U,BAS,openbare basisschool,Rijnlaan 25.0 ,3207PE,SPIJKENISSE,Zuid-Holland,Active,Regular Primary School,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31VX,U,BAS,Vrije School,Kazernelaan 101.0 M24,6006SP,WEERT,Limburg,Active,Regular Primary School,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31VY,U,BAS,IKC De Woudreus,Marie Curielaan 301.0 ,1341BA,ALMERE,Flevoland,Active,Regular Primary School,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31VZ,U,BAS,rk basisschool,Koningin Wilhelminalaan 8.0 ,3527LD,UTRECHT,Utrecht,Active,Regular Primary School,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31VZ,U,BAS,Agora HUB030,Vleutenseweg 515.0 ,3532HK,UTRECHT,Utrecht,Active,Regular Primary School,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31WB,U,BAS,Islamitische Basisschool,J.J. Slauerhofflaan 273.0 ,2624JZ,DELFT,Zuid-Holland,Active,Regular Primary School,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31WB,U,BAS,De Nieuwe Maan,J.J. Slauerhofflaan 273.0 a,2624JZ,DELFT,Zuid-Holland,Active,Regular Primary School,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31WV,U,BAS,Vrije School Lelystad,Maasstraat 29.0 ,8226LP,LELYSTAD,Flevoland,Active,Regular Primary School,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31XL,U,BAS,Teddy Kids,Lorentzkade 15.0 a,2313GB,LEIDEN,Zuid-Holland,Active,Regular Primary School,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31XN00,D,VST,Stg SWV regio Almelo VO/VSO,Cesar Franckstraat 1.0 a,7604JE,ALMELO,Overijssel,Active,Primary Branch Location,2.5,2020s,,2022-08-01 to Present,2022-08-01,
31XF,U,BAS,natuurschool Rond het vuur,Thedingsweert 3.0 ,4017NR,KERK AVEZAATH,Gelderland,Active,Regular Primary School,2.7,2020s,,2022-05-09 to Present,2022-05-09,
31XF,U,BAS,natuurschool Rond het vuur,Velddijksestraat 38.0 ,6627KE,MAASBOMMEL,Gelderland,Active,Regular Primary School,2.7,2020s,,2022-05-09 to Present,2022-05-09,
31XR,U,BAS,De Regenboog,Galgweg 3.0 a,2391MV,HAZERSWOUDE-DORP,Zuid-Holland,Active,Regular Primary School,2.7,2020s,,2022-04-25 to Present,2022-04-25,
31ZW00,D,VST,Sanyu,Korte Verspronckweg 7.0 -9,2023BS,HAARLEM,Noord-Holland,Active,Primary Branch Location,2.8,2020s,,2022-04-01 to Present,2022-04-01,
31WR,U,BAS,Novi Mundi,Scherpenzeelseweg 90.0 ,3956KH,LEERSUM,Utrecht,Closed,Regular Primary School,2.8,2020s,2020s,2022-03-07 to 2025-01-01,2022-03-07,2025-01-01
31XH00,D,VST,School de Brink,Leerlooierstraat 57.0 ,5345PK,OSS,Noord-Brabant,Active,Primary Branch Location,2.9,2020s,,2022-03-07 to Present,2022-03-07,
31XG,U,BAS,IBBO Goudsteen,Jeen Hornstraweg 8.0 ,8563AJ,WIJCKEL,Friesland,Closed,Regular Primary School,2.1,2020s,2020s,2022-02-28 to 2024-04-01,2022-02-28,2024-04-01
31WU,U,BAS,NVO-GO,Oudelandsedijk 17.0 ,3255LN,OUDE-TONGE,Zuid-Holland,Closed,Regular Primary School,0.6,2020s,2020s,2022-02-07 to 2022-10-01,2022-02-07,2022-10-01
31XJ00,D,VST,IBBO Eldariet,Dokter van Kleefstraat 27.0 ,6217JJ,MAASTRICHT,Limburg,Active,Primary Branch Location,3.0,2020s,,2022-02-07 to Present,2022-02-07,
31XJ00,D,VST,IBBO Eldariet,Aureliushof 160.0 a,6215SW,MAASTRICHT,Limburg,Active,Primary Branch Location,3.0,2020s,,2022-02-07 to Present,2022-02-07,
31WC,U,BAS,S.L.O.W.,Dr Albert Schweitzerdr 433.0 a,3146AP,MAASSLUIS,Zuid-Holland,Active,Regular Primary School,3.0,2020s,,2022-02-01 to Present,2022-02-01,
31XD,U,BAS,Farante,Puntkroos 76.0 ,8043NW,ZWOLLE,Overijssel,Closed,Regular Primary School,1.7,2020s,2020s,2022-01-11 to 2023-10-01,2022-01-11,2023-10-01
31XD,U,BAS,Farante,Frankhuizerallee 478.0 ,8043VV,ZWOLLE,Overijssel,Closed,Regular Primary School,1.7,2020s,2020s,2022-01-11 to 2023-10-01,2022-01-11,2023-10-01
31VJ,U,BAS,Het Honk,Oosterstraat 33.0 ,9981CN,UITHUIZEN,Groningen,Active,Regular Primary School,3.1,2020s,,2021-12-06 to Present,2021-12-06,
31VL,U,BAS,The NEW Basisschool,Hulteneindsestraat 13.0 a,5125NH,HULTEN,Noord-Brabant,Closed,Regular Primary School,0.6,2020s,2020s,2021-12-01 to 2022-07-01,2021-12-01,2022-07-01
31VK,U,BAS,St. Aloysius,Faustlaan 17.0 ,3438ES,NIEUWEGEIN,Utrecht,Active,Regular Primary School,3.1,2020s,,2021-12-01 to Present,2021-12-01,
31VK,U,BAS,St. Aloysius,Fruithof 4.0 ,4031JT,INGEN,Gelderland,Active,Regular Primary School,3.1,2020s,,2021-12-01 to Present,2021-12-01,
31UV,U,BAS,ComVi PO,Graaf van Egmondstraat 46.0 ,3261AL,OUD-BEIJERLAND,Zuid-Holland,Active,Regular Primary School,3.2,2020s,,2021-11-25 to Present,2021-11-25,
31UV,U,BAS,ComVi PO,Oranjestraat 3.0 ,3274AK,HEINENOORD,Zuid-Holland,Active,Regular Primary School,3.2,2020s,,2021-11-25 to Present,2021-11-25,
31UN,U,BAS,Vovie Hodenpijl,Tramkade 24.0 A,2636CT,SCHIPLUIDEN,Zuid-Holland,Closed,Regular Primary School,2.9,2020s,2020s,2021-09-15 to 2024-08-01,2021-09-15,2024-08-01
31UN,U,BAS,Natuurleerplaats Hodenpijl,Tramkade 24.0 c,2636CT,SCHIPLUIDEN,Zuid-Holland,Closed,Regular Primary School,2.9,2020s,2020s,2021-09-15 to 2024-08-01,2021-09-15,2024-08-01
31WW,U,BAS,IBBO Harlekijnkwarts,Kerkplein 1.0 ,6075HA,HERKENBOSCH,Limburg,Closed,Regular Primary School,1.0,2020s,2020s,2021-09-06 to 2022-09-01,2021-09-06,2022-09-01
31VM,U,BAS,Het Zonnelied,Boven Heining 5.0 ,4891PR,RIJSBERGEN,Noord-Brabant,Active,Regular Primary School,3.4,2020s,,2021-09-06 to Present,2021-09-06,
31UC,U,BAS,Libbenewiis,Mr. P.J. Troelstraweg 147.0 A,8919AA,LEEUWARDEN,Friesland,Closed,Regular Primary School,1.9,2020s,2020s,2021-09-01 to 2023-08-01,2021-09-01,2023-08-01
31UC,U,BAS,Libbenewiis,Molkenkelder 2.0 ,8941AJ,LEEUWARDEN,Friesland,Closed,Regular Primary School,1.9,2020s,2020s,2021-09-01 to 2023-08-01,2021-09-01,2023-08-01
31UG,U,BAS,De Stam,Dennenweg 15.0 ,4715SE,RUCPHEN,Noord-Brabant,Closed,Regular Primary School,1.9,2020s,2020s,2021-09-01 to 2023-08-01,2021-09-01,2023-08-01
31VA,U,BAS,IBBO Fuchsiet,Ofwegen 8.0 ,2481KA,WOUBRUGGE,Zuid-Holland,Closed,Regular Primary School,2.3,2020s,2020s,2021-09-01 to 2024-01-01,2021-09-01,2024-01-01
31UP,U,BAS,Basisschool Natuurlijk Wijs,Norgerweg 49.0 ,8433LN,HAULERWIJK,Friesland,Closed,Regular Primary School,2.9,2020s,2020s,2021-09-01 to 2024-08-01,2021-09-01,2024-08-01
31UP,U,BAS,Basisschool Natuurlijk Wijs,Oude Gracht 26.0 ,9341AB,VEENHUIZEN,Drenthe,Closed,Regular Primary School,2.9,2020s,2020s,2021-09-01 to 2024-08-01,2021-09-01,2024-08-01
31UP,U,BAS,Natuurlijk Wijs,Westeind 1.0 ,9337TA,WESTERVELDE,Drenthe,Closed,Regular Primary School,2.9,2020s,2020s,2021-09-01 to 2024-08-01,2021-09-01,2024-08-01
31TZ00,D,VST,De Brug,Zwaluwplein 18.0 ,2771SC,BOSKOOP,Zuid-Holland,Active,Primary Branch Location,3.4,2020s,,2021-09-01 to Present,2021-09-01,
31UJ,U,BAS,HartenZiel,Raakeindse Kerkweg 10.0 ,5124RG,MOLENSCHOT,Noord-Brabant,Active,Regular Primary School,3.4,2020s,,2021-09-01 to Present,2021-09-01,
31UK,U,BAS,Vivanto,Zuukerend 9.0 ,8161RJ,EPE,Gelderland,Active,Regular Primary School,3.4,2020s,,2021-09-01 to Present,2021-09-01,
31UM,U,BAS,Lophi,Rosendaalselaan 3.0 ,6891DE,ROZENDAAL,Gelderland,Active,Regular Primary School,3.4,2020s,,2021-09-01 to Present,2021-09-01,
31UU,U,BAS,ZonneHart,Maaskantveld 17.0 ,2992HM,BARENDRECHT,Zuid-Holland,Closed,Regular Primary School,1.3,2020s,2020s,2021-08-30 to 2022-12-19,2021-08-30,2022-12-19
31UT00,D,VST,IBBO Beryl,Strypsedijk 48.0 ,3234KS,TINTE,Zuid-Holland,Active,Primary Branch Location,3.4,2020s,,2021-08-30 to Present,2021-08-30,
31UA,U,BAS,Buitenbasis,Zuidlaarderweg 30.0 ,9756TM,GLIMMEN,Groningen,Active,Regular Primary School,3.4,2020s,,2021-08-23 to Present,2021-08-23,
01JH08,D,VST,De Brouwerij/Olympus,Olympus 11.0 ,6832EL,ARNHEM,Gelderland,Active,Primary Branch Location,3.5,2020s,,2021-08-08 to Present,2021-08-08,
16AW07,D,VST,Openbare scholengemeenschap Echnaton vestiging Asterstraat,Asterstraat 41.0 ,1338WS,ALMERE,Flevoland,Closed,Primary Branch Location,1.4,2020s,2020s,2021-08-01 to 2023-01-01,2021-08-01,2023-01-01
18ZJ10,D,VST,Bureau Arbeidsparticipatie (BAP),Stationsweg 44.0 ,1702AG,HEERHUGOWAARD,Noord-Holland,Closed,Primary Branch Location,1.4,2020s,2020s,2021-08-01 to 2023-01-01,2021-08-01,2023-01-01
31TN,U,BAS,De Pol,Zuiderpark 20.0 ,9724AH,GRONINGEN,Groningen,Closed,Regular Primary School,3.0,2020s,2020s,2021-08-01 to 2024-08-01,2021-08-01,2024-08-01
31UF00,D,VST,Connect,Koningin Julianaweg 55.0 ,3241XB,MIDDELHARNIS,Zuid-Holland,Closed,Primary Branch Location,3.0,2020s,2020s,2021-08-01 to 2024-08-01,2021-08-01,2024-08-01
00TO03,D,VST,Foooocus Nijmegen,Hertogstraat 58.0 ,6511SC,NIJMEGEN,Gelderland,Active,Primary Branch Location,3.5,2020s,,2021-08-01 to Present,2021-08-01,
00ZX10,D,VST,Dockinga College vestiging Inspecteur Boelensschool,Kerkelaantje 1.0 ,9166NB,SCHIERMONNIKOOG,Friesland,Active,Primary Branch Location,3.5,2020s,,2021-08-01 to Present,2021-08-01,
01OE49,D,VST,Yuverta,Industrieweg 4.0 ,4041CR,KESTEREN,Gelderland,Active,Primary Branch Location,3.5,2020s,,2021-08-01 to Present,2021-08-01,
01OE50,D,VST,Yuverta,Marga Klompelaan 37.0 ,6532SB,NIJMEGEN,Gelderland,Active,Primary Branch Location,3.5,2020s,,2021-08-01 to Present,2021-08-01,
01OE51,D,VST,Yuverta,Hervensebaan 7.0 ,5232JL,'S-HERTOGENBOSCH,Noord-Brabant,Active,Primary Branch Location,3.5,2020s,,2021-08-01 to Present,2021-08-01,
01OE54,D,VST,Yuverta,Locatellistraat 5.0 ,5654JB,EINDHOVEN,Noord-Brabant,Active,Primary Branch Location,3.5,2020s,,2021-08-01 to Present,2021-08-01,
01OE57,D,VST,Yuverta,Spoorweg 8.0 ,5963NJ,HEGELSOM,Limburg,Active,Primary Branch Location,3.5,2020s,,2021-08-01 to Present,2021-08-01,
01OE58,D,VST,Yuverta,Jagerstraat 6.0 ,6042KA,ROERMOND,Limburg,Active,Primary Branch Location,3.5,2020s,,2021-08-01 to Present,2021-08-01,
01OE59,D,VST,Yuverta,Heldevierlaan 12.0 ,6415SB,HEERLEN,Limburg,Active,Primary Branch Location,3.5,2020s,,2021-08-01 to Present,2021-08-01,
01OE60,D,VST,Yuverta,Past van der Steenstraat 5.0 ,6031EB,NEDERWEERT,Limburg,Active,Primary Branch Location,3.5,2020s,,2021-08-01 to Present,2021-08-01,
02RO04,D,VST,De Kom Wamel,Lakenstraat 35.0 a,6659BE,WAMEL,Gelderland,Active,Primary Branch Location,3.5,2020s,,2021-08-01 to Present,2021-08-01,
03XS09,D,VST,"Christelijke Scholengem. Walcheren voor Vmbo, Mavo, Havo, Atheneum en Gymnasium",Edisonweg 4.0 a,4382NW,VLISSINGEN,Zeeland,Active,Primary Branch Location,3.5,2020s,,2021-08-01 to Present,2021-08-01,
08VH01,D,VST,Gereformeerde Basisschool De Fontein,Elshofplein 7.0 ,7531ZD,ENSCHEDE,Overijssel,Active,Primary Branch Location,3.5,2020s,,2021-08-01 to Present,2021-08-01,
10NN03,D,VST,Gasp De Colignyschool,Weth F E Meerburg sr kd 38.0 ,2225VB,KATWIJK ZH,Zuid-Holland,Active,Primary Branch Location,3.5,2020s,,2021-08-01 to Present,2021-08-01,
14OH02,D,VST,Bleuburgh,Prof Kamerlingh Onnesln 187.0 ,3362VE,SLIEDRECHT,Zuid-Holland,Active,Primary Branch Location,3.5,2020s,,2021-08-01 to Present,2021-08-01,
14WS02,D,VST,"SO Zonnebloemschoo, Urk",Europalaan 148.0 ,8303GM,EMMELOORD,Flevoland,Active,Primary Branch Location,3.5,2020s,,2021-08-01 to Present,2021-08-01,
16EQ01,D,VST,Rooms Katholieke Basisschool De Wegwijzer,Percivalstraat 3.0 ,1813LT,ALKMAAR,Noord-Holland,Active,Primary Branch Location,3.5,2020s,,2021-08-01 to Present,2021-08-01,
16PI04,D,VST,Openbare Scholengemeenschap Winkler Prins voor ATH HAVO MAVO VBO LWOO,Raadsgildenlaan 7.0 ,9646AA,VEENDAM,Groningen,Active,Primary Branch Location,3.5,2020s,,2021-08-01 to Present,2021-08-01,
16PI05,D,VST,Openbare Scholengemeenschap Winkler Prins voor ATH HAVO MAVO VBO LWOO,Raadsgildenlaan 9.0 ,9646AA,VEENDAM,Groningen,Active,Primary Branch Location,3.5,2020s,,2021-08-01 to Present,2021-08-01,
16PK12,D,VST,Calvijn Chr. SGM voor vwo havo mavo vmbo lwoo,Groene Hilledijk 315.0 ,3075EA,ROTTERDAM,Zuid-Holland,Active,Primary Branch Location,3.5,2020s,,2021-08-01 to Present,2021-08-01,
19GY08,D,VST,Comenius College Chr. SGM voor vwo havo vmbo lwoo,Kreeftstraat 44.0 ,3067JV,ROTTERDAM,Zuid-Holland,Active,Primary Branch Location,3.5,2020s,,2021-08-01 to Present,2021-08-01,
20DH12,D,VST,Elegant Lyceum vestiging Kompaan Nieuwstad,Nieuwstad 49.0 ,7251AG,VORDEN,Gelderland,Active,Primary Branch Location,3.5,2020s,,2021-08-01 to Present,2021-08-01,
20DH12,D,VST,Eligant Lyceum vestiging Kompaan College Vorden,Almenseweg 29.0 a,7251HM,VORDEN,Gelderland,Active,Primary Branch Location,3.5,2020s,,2021-08-01 to Present,2021-08-01,
